"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","6","crawler run pipeline > exits with 0 when all scrapers succeed (AC7)","","2026-05-20","passed","2026-05-20","","crawler/run.test.ts","crawler/run.test.ts",""
"","12","SearchBar > debounces input and pushes URL after 300ms","","2026-05-20","passed","2026-05-20","","src/components/filters/SearchBar.test.tsx","src/components/filters/SearchBar.test.tsx",""
"","0","buildHtmlTable > shows 'No runs yet' placeholder when runs array is empty","","2026-05-20","passed","2026-05-20","","scripts/fetch-cron-summary.test.ts","scripts/fetch-cron-summary.test.ts",""
"","29","SearchDrawer > AC6 — hides jump section when API errors (data is empty)","","2026-05-20","passed","2026-05-20","","src/components/search/SearchDrawer.test.tsx","src/components/search/SearchDrawer.test.tsx",""
"","1","Mobile Performance SLA — spec 018 > .lighthouserc.json (AC1) > is valid JSON","","2026-05-20","passed","2026-05-20","","src/lib/mobile-performance-sla.test.ts","src/lib/mobile-performance-sla.test.ts",""
"","11","ScrollControls > scroll-to-top button is visible (opacity-100) when grid is above viewport","","2026-05-20","passed","2026-05-20","","src/components/layout/ScrollControls.test.tsx","src/components/layout/ScrollControls.test.tsx",""
"","0","ci.yml jobs reference composite setup action (AC2) > security job uses actions/checkout then ./.github/actions/setup","","2026-05-20","passed","2026-05-20","","src/lib/ci/workflow.test.ts","src/lib/ci/workflow.test.ts",""
"","7","HeroSearch > erasing input to empty via keyboard clears ?q= from URL","","2026-05-20","passed","2026-05-20","","src/components/search/HeroSearch.test.tsx","src/components/search/HeroSearch.test.tsx",""
"","0","parseDiscount > preserves the original label in discountLabel","","2026-05-20","passed","2026-05-20","","crawler/utils/parseDiscount.test.ts","crawler/utils/parseDiscount.test.ts",""
"","0","buildHtmlTable > shows 'Not a GitHub Actions workflow' for not-github-actions error","","2026-05-20","passed","2026-05-20","","scripts/fetch-cron-summary.test.ts","scripts/fetch-cron-summary.test.ts",""
"","28","SearchDrawer > AC5 — opening the drawer reveals dynamic category jump chips","","2026-05-20","passed","2026-05-20","","src/components/search/SearchDrawer.test.tsx","src/components/search/SearchDrawer.test.tsx",""
"","3","peoples_bank scraper > extracts merchant logo URL from img tag","","2026-05-20","passed","2026-05-20","","crawler/scrapers/peoples_bank.test.ts","crawler/scrapers/peoples_bank.test.ts",""
"","21","HeroSearch > shows loading spinner while fetching","","2026-05-20","passed","2026-05-20","","src/components/search/HeroSearch.test.tsx","src/components/search/HeroSearch.test.tsx",""
"","9","HeroSearch > suggestions hidden when query < 2 chars","","2026-05-20","passed","2026-05-20","","src/components/search/HeroSearch.test.tsx","src/components/search/HeroSearch.test.tsx",""
"","0","amex scraper (HTTP) > TC4b: Incapsula block page → scraper returns [] gracefully","","2026-05-20","passed","2026-05-20","","crawler/scrapers/amex.test.ts","crawler/scrapers/amex.test.ts",""
"","3","useFilterPresets > deletePreset removes from localStorage (AC5)","","2026-05-20","passed","2026-05-20","","src/hooks/useFilterPresets.test.ts","src/hooks/useFilterPresets.test.ts",""
"","3","middleware — rate limiting > uses the first IP from a comma-separated x-forwarded-for header","","2026-05-20","passed","2026-05-20","","src/middleware.test.ts","src/middleware.test.ts",""
"","5","HeroSearch > clear button is visible when input has text","","2026-05-20","passed","2026-05-20","","src/components/search/HeroSearch.test.tsx","src/components/search/HeroSearch.test.tsx",""
"","0","GET /api/health > returns 503 with { status: 'error', db: 'disconnected' } when dbConnect throws","","2026-05-20","passed","2026-05-20","","src/app/api/health/route.test.ts","src/app/api/health/route.test.ts",""
"","1","middleware — rate limiting > does not rate limit a page route (passes through without calling limit)","","2026-05-20","passed","2026-05-20","","src/middleware.test.ts","src/middleware.test.ts",""
"","3","amex scraper (HTTP) > TC2: scrape() always returns an array","","2026-05-20","passed","2026-05-20","","crawler/scrapers/amex.test.ts","crawler/scrapers/amex.test.ts",""
"","14","OfferCardSkeleton > renders 6 skeleton cards by default","","2026-05-20","passed","2026-05-20","","src/components/cards/OfferCardSkeleton.test.tsx","src/components/cards/OfferCardSkeleton.test.tsx",""
"","42","OfferGrid > renders pagination controls when totalPages > 1","","2026-05-20","passed","2026-05-20","","src/components/cards/OfferGrid.test.tsx","src/components/cards/OfferGrid.test.tsx",""
"","0","amex scraper (HTTP) > merchantLogoUrl is undefined (Clearbit handles logo resolution)","","2026-05-20","passed","2026-05-20","","crawler/scrapers/amex.test.ts","crawler/scrapers/amex.test.ts",""
"","31","OfferGrid > renders card size toggle","","2026-05-20","passed","2026-05-20","","src/components/cards/OfferGrid.test.tsx","src/components/cards/OfferGrid.test.tsx",""
"","145","SavePresetPopover > opens popover on button click","","2026-05-20","passed","2026-05-20","","src/components/filters/SavePresetPopover.test.tsx","src/components/filters/SavePresetPopover.test.tsx",""
"","1","GET /api/offers > returns 400 for minDiscount above 100","","2026-05-20","passed","2026-05-20","","src/app/api/offers/route.test.ts","src/app/api/offers/route.test.ts",""
"","0","buildHtmlTable > contains <a href> links pointing to github.com for each run","","2026-05-20","passed","2026-05-20","","scripts/fetch-cron-summary.test.ts","scripts/fetch-cron-summary.test.ts",""
"","0","Mobile Performance SLA — spec 018 > .lighthouserc.json (AC1) > uses mobile simulation settings","","2026-05-20","passed","2026-05-20","","src/lib/mobile-performance-sla.test.ts","src/lib/mobile-performance-sla.test.ts",""
"","2","checkInpBudgets > passes when all step INP values are within budget","","2026-05-20","passed","2026-05-20","","scripts/lhci-user-flow.test.ts","scripts/lhci-user-flow.test.ts",""
"","0","parseDiscount > classifies free item offers","","2026-05-20","passed","2026-05-20","","crawler/utils/parseDiscount.test.ts","crawler/utils/parseDiscount.test.ts",""
"","1","composite setup action (AC1) > action.yml exists at .github/actions/setup/action.yml","","2026-05-20","passed","2026-05-20","","src/lib/ci/workflow.test.ts","src/lib/ci/workflow.test.ts",""
"","1","GET /api/categories > AC1 — filters out category values that are not in the CategorySchema enum","","2026-05-20","passed","2026-05-20","","src/app/api/categories/route.test.ts","src/app/api/categories/route.test.ts",""
"","8","useFilterPresets > savePreset writes to localStorage and renders chip (AC2)","","2026-05-20","passed","2026-05-20","","src/hooks/useFilterPresets.test.ts","src/hooks/useFilterPresets.test.ts",""
"","0","amex scraper (HTTP) > deduplicates offers with the same sourceUrl across category pages","","2026-05-20","passed","2026-05-20","","crawler/scrapers/amex.test.ts","crawler/scrapers/amex.test.ts",""
"","2","GET /api/offers > sorts by createdAt descending when sort=latest","","2026-05-20","passed","2026-05-20","","src/app/api/offers/route.test.ts","src/app/api/offers/route.test.ts",""
"","9","PaginationControls > marks next button as aria-disabled on last page","","2026-05-20","passed","2026-05-20","","src/components/layout/PaginationControls.test.tsx","src/components/layout/PaginationControls.test.tsx",""
"","0","parseDiscount > classifies loyalty points offers","","2026-05-20","passed","2026-05-20","","crawler/utils/parseDiscount.test.ts","crawler/utils/parseDiscount.test.ts",""
"","202","FilterDrawer > clicking 'All' clears the category filter","","2026-05-20","passed","2026-05-20","","src/components/filters/FilterDrawer.test.tsx","src/components/filters/FilterDrawer.test.tsx",""
"","8","boc scraper > parses expiration date correctly","","2026-05-20","passed","2026-05-20","","crawler/scrapers/boc.test.ts","crawler/scrapers/boc.test.ts",""
"","0","lhci-user-flow.js (spec 029 — AC5, AC6) > exports INP_BUDGET_MS constant of 200","","2026-05-20","passed","2026-05-20","","scripts/lhci-user-flow.test.ts","scripts/lhci-user-flow.test.ts",""
"","10","ScrollControls > scroll-to-grid button is visible (opacity-100) when grid is below viewport","","2026-05-20","passed","2026-05-20","","src/components/layout/ScrollControls.test.tsx","src/components/layout/ScrollControls.test.tsx",""
"","1","GET /api/offers > calculates totalPages from total and limit","","2026-05-20","passed","2026-05-20","","src/app/api/offers/route.test.ts","src/app/api/offers/route.test.ts",""
"","8","OfferCard > renders compact variant","","2026-05-20","passed","2026-05-20","","src/components/cards/OfferCard.test.tsx","src/components/cards/OfferCard.test.tsx",""
"","8","OfferCardSkeleton > renders custom number of skeleton cards","","2026-05-20","passed","2026-05-20","","src/components/cards/OfferCardSkeleton.test.tsx","src/components/cards/OfferCardSkeleton.test.tsx",""
"","3","ntb scraper > HTTP path > excludes HTML-commented rows from table parsing","","2026-05-20","passed","2026-05-20","","crawler/scrapers/ntb.test.ts","crawler/scrapers/ntb.test.ts",""
"","0","parseDiscount > classifies BOGO offers","","2026-05-20","passed","2026-05-20","","crawler/utils/parseDiscount.test.ts","crawler/utils/parseDiscount.test.ts",""
"","0","parseDiscount > classifies equal monthly / monthly instalment patterns","","2026-05-20","passed","2026-05-20","","crawler/utils/parseDiscount.test.ts","crawler/utils/parseDiscount.test.ts",""
"","23","HeroSearch > pressing Enter on the input navigates with q param","","2026-05-20","passed","2026-05-20","","src/components/search/HeroSearch.test.tsx","src/components/search/HeroSearch.test.tsx",""
"","65","FilterBar > renders the filter bar container","","2026-05-20","passed","2026-05-20","","src/components/filters/FilterBar.test.tsx","src/components/filters/FilterBar.test.tsx",""
"","118","SearchDrawer > opening the drawer reveals the search input","","2026-05-20","passed","2026-05-20","","src/components/search/SearchDrawer.test.tsx","src/components/search/SearchDrawer.test.tsx",""
"","6","ThemeToggle > has an accessible aria-label describing the next theme","","2026-05-20","passed","2026-05-20","","src/components/layout/ThemeToggle.test.tsx","src/components/layout/ThemeToggle.test.tsx",""
"","8","OfferCard > renders expanded variant","","2026-05-20","passed","2026-05-20","","src/components/cards/OfferCard.test.tsx","src/components/cards/OfferCard.test.tsx",""
"","3","GET /api/offers > uses find() not aggregate() when q is absent","","2026-05-20","passed","2026-05-20","","src/app/api/offers/route.test.ts","src/app/api/offers/route.test.ts",""
"","1","boc scraper > returns empty array when page has no offer cards","","2026-05-20","passed","2026-05-20","","crawler/scrapers/boc.test.ts","crawler/scrapers/boc.test.ts",""
"","8","HeroSearch > clicking 'Dining' chip navigates with category=dining","","2026-05-20","passed","2026-05-20","","src/components/search/HeroSearch.test.tsx","src/components/search/HeroSearch.test.tsx",""
"","9","OfferCard > renders title","","2026-05-20","passed","2026-05-20","","src/components/cards/OfferCard.test.tsx","src/components/cards/OfferCard.test.tsx",""
"","11","HeroSearch > shows no-results message when results are empty","","2026-05-20","passed","2026-05-20","","src/components/search/HeroSearch.test.tsx","src/components/search/HeroSearch.test.tsx",""
"","7","OfferCard > does not render description when offer has none","","2026-05-20","passed","2026-05-20","","src/components/cards/OfferCard.test.tsx","src/components/cards/OfferCard.test.tsx",""
"","42","build-dashboard-index (Feature 025 — AC5) > index.html shows lh-user-flow-unavailable placeholder when no user-flow dir","","2026-05-20","passed","2026-05-20","","scripts/build-dashboard-index.test.ts","scripts/build-dashboard-index.test.ts",""
"","0","buildClearbitUrl > returns undefined for an unknown merchant","","2026-05-20","passed","2026-05-20","","crawler/utils/logo.test.ts","crawler/utils/logo.test.ts",""
"","0","Mobile Performance SLA — spec 018 > ci.yml — Lighthouse CI step (AC2) > Lighthouse step appears after Deploy to Vercel step (AC2)","","2026-05-20","passed","2026-05-20","","src/lib/mobile-performance-sla.test.ts","src/lib/mobile-performance-sla.test.ts",""
"","3","sampath scraper > skips offers that fail Zod validation (AC2)","","2026-05-20","passed","2026-05-20","","crawler/scrapers/sampath.test.ts","crawler/scrapers/sampath.test.ts",""
"","28","build-dashboard-index (Feature 025 — AC5) > index.html always contains lh-user-flow-panel testid","","2026-05-20","passed","2026-05-20","","scripts/build-dashboard-index.test.ts","scripts/build-dashboard-index.test.ts",""
"","1","GET /api/offers/[id] > excludes __v from the projection","","2026-05-20","passed","2026-05-20","","src/app/api/offers/[id]/route.test.ts","src/app/api/offers/[id]/route.test.ts",""
"","9","PaginationControls > next link points to page 2 when on page 1","","2026-05-20","passed","2026-05-20","","src/components/layout/PaginationControls.test.tsx","src/components/layout/PaginationControls.test.tsx",""
"","18","Brandfetch rate limiting (AC3) > skips the 41st Brandfetch call and returns undefined","","2026-05-20","passed","2026-05-20","","crawler/utils/logo.test.ts","crawler/utils/logo.test.ts",""
"","32","build-dashboard-index (Feature 025 — AC5) > index.html links to lighthouse when lighthouse dir present","","2026-05-20","passed","2026-05-20","","scripts/build-dashboard-index.test.ts","scripts/build-dashboard-index.test.ts",""
"","17","boc scraper > extracts merchant logo URL from S3 CDN","","2026-05-20","passed","2026-05-20","","crawler/scrapers/boc.test.ts","crawler/scrapers/boc.test.ts",""
"","0","ci.yml jobs reference composite setup action (AC2) > ci job uses actions/checkout then ./.github/actions/setup","","2026-05-20","passed","2026-05-20","","src/lib/ci/workflow.test.ts","src/lib/ci/workflow.test.ts",""
"","270","FilterDrawer > AC4 — shows skeleton pills while categories are loading","","2026-05-20","passed","2026-05-20","","src/components/filters/FilterDrawer.test.tsx","src/components/filters/FilterDrawer.test.tsx",""
"","5","GET /api/offers > returns 400 for invalid bank value","","2026-05-20","passed","2026-05-20","","src/app/api/offers/route.test.ts","src/app/api/offers/route.test.ts",""
"","6","OfferCard > shows INSTALLMENT badge for percentage offer with 0% discount (legacy mis-classification)","","2026-05-20","passed","2026-05-20","","src/components/cards/OfferCard.test.tsx","src/components/cards/OfferCard.test.tsx",""
"","37","build-dashboard-index (Feature 025 — AC5) > index.html contains link to cron-summary.html (spec 028 — AC4)","","2026-05-20","passed","2026-05-20","","scripts/build-dashboard-index.test.ts","scripts/build-dashboard-index.test.ts",""
"","0","sampath scraper > returns empty array when API returns no promotions","","2026-05-20","passed","2026-05-20","","crawler/scrapers/sampath.test.ts","crawler/scrapers/sampath.test.ts",""
"","11","FilterPresetChips > chip click pushes preset filters to URL (AC4)","","2026-05-20","passed","2026-05-20","","src/components/filters/FilterPresetChips.test.tsx","src/components/filters/FilterPresetChips.test.tsx",""
"","0","resolveMerchantImage — existing logo (AC5) > proceeds with resolution when existingUrl is undefined","","2026-05-20","passed","2026-05-20","","crawler/utils/logo.test.ts","crawler/utils/logo.test.ts",""
"","3","GET /api/offers > applies correct skip for page 2","","2026-05-20","passed","2026-05-20","","src/app/api/offers/route.test.ts","src/app/api/offers/route.test.ts",""
"","7","HeroSearch > dropdown is not shown when query is too short","","2026-05-20","passed","2026-05-20","","src/components/search/HeroSearch.test.tsx","src/components/search/HeroSearch.test.tsx",""
"","92","OfferCard > renders bank name","","2026-05-20","passed","2026-05-20","","src/components/cards/OfferCard.test.tsx","src/components/cards/OfferCard.test.tsx",""
"","0","composite setup action (AC1) > action.yml contains setup-node and npm ci steps","","2026-05-20","passed","2026-05-20","","src/lib/ci/workflow.test.ts","src/lib/ci/workflow.test.ts",""
"","31","OfferGrid > offer grid re-renders without remounting header (AC4)","","2026-05-20","passed","2026-05-20","","src/components/cards/OfferGrid.test.tsx","src/components/cards/OfferGrid.test.tsx",""
"","11","PaginationControls > marks prev button as aria-disabled on first page","","2026-05-20","passed","2026-05-20","","src/components/layout/PaginationControls.test.tsx","src/components/layout/PaginationControls.test.tsx",""
"","1","GET /api/offers > falls back to regex search when Atlas Search throws a network error","","2026-05-20","passed","2026-05-20","","src/app/api/offers/route.test.ts","src/app/api/offers/route.test.ts",""
"","9","HeroSearch > typewriter pauses at full phrase then backspaces","","2026-05-20","passed","2026-05-20","","src/components/search/HeroSearch.test.tsx","src/components/search/HeroSearch.test.tsx",""
"","40","build-dashboard-index (Feature 025 — AC5) > index.html contains dashboard-title and dashboard-timestamp testids","","2026-05-20","passed","2026-05-20","","scripts/build-dashboard-index.test.ts","scripts/build-dashboard-index.test.ts",""
"","0","resolveMerchantDomain — curated map > resolves McDonald's with special characters stripped","","2026-05-20","passed","2026-05-20","","crawler/utils/logo.test.ts","crawler/utils/logo.test.ts",""
"","11","OfferCard > renders merchant name","","2026-05-20","passed","2026-05-20","","src/components/cards/OfferCard.test.tsx","src/components/cards/OfferCard.test.tsx",""
"","2","GET /api/offers/[id] > does not call dbConnect or findById for an invalid id","","2026-05-20","passed","2026-05-20","","src/app/api/offers/[id]/route.test.ts","src/app/api/offers/[id]/route.test.ts",""
"","0","checkInpBudgets > fails when multiple steps exceed budget","","2026-05-20","passed","2026-05-20","","scripts/lhci-user-flow.test.ts","scripts/lhci-user-flow.test.ts",""
"","0","Mobile Performance SLA — spec 018 > layout.tsx — preconnect resource hints (AC5) > has dns-prefetch hint for logo.clearbit.com","","2026-05-20","passed","2026-05-20","","src/lib/mobile-performance-sla.test.ts","src/lib/mobile-performance-sla.test.ts",""
"","21","HeroSearch > shows 'See all' link when total > 0","","2026-05-20","passed","2026-05-20","","src/components/search/HeroSearch.test.tsx","src/components/search/HeroSearch.test.tsx",""
"","1","GET /api/offers > filters validUntil within 3 days when sort=expiringSoon","","2026-05-20","passed","2026-05-20","","src/app/api/offers/route.test.ts","src/app/api/offers/route.test.ts",""
"","2","GET /api/offers > builds overlap filter for activeFrom","","2026-05-20","passed","2026-05-20","","src/app/api/offers/route.test.ts","src/app/api/offers/route.test.ts",""
"","4","GET /api/offers > sorts by validUntil ascending when sort=expiringSoon","","2026-05-20","passed","2026-05-20","","src/app/api/offers/route.test.ts","src/app/api/offers/route.test.ts",""
"","2","useFilterPresets > corrupted JSON in localStorage falls back to empty array","","2026-05-20","passed","2026-05-20","","src/hooks/useFilterPresets.test.ts","src/hooks/useFilterPresets.test.ts",""
"","9","sampath scraper > returns an array of valid OfferInput objects (AC1, AC2)","","2026-05-20","passed","2026-05-20","","crawler/scrapers/sampath.test.ts","crawler/scrapers/sampath.test.ts",""
"","8","PaginationControls > displays total offer count in sr-only","","2026-05-20","passed","2026-05-20","","src/components/layout/PaginationControls.test.tsx","src/components/layout/PaginationControls.test.tsx",""
"","0","ci.yml deploy job has no Atlas warmup health ping (AC3) > deploy job does not contain curl to /api/ping","","2026-05-20","passed","2026-05-20","","src/lib/ci/workflow.test.ts","src/lib/ci/workflow.test.ts",""
"","49","PaginationControls > renders prev and next buttons when multiple pages","","2026-05-20","passed","2026-05-20","","src/components/layout/PaginationControls.test.tsx","src/components/layout/PaginationControls.test.tsx",""
"","47","SearchDrawer > shows result items inside the drawer when results are available","","2026-05-20","passed","2026-05-20","","src/components/search/SearchDrawer.test.tsx","src/components/search/SearchDrawer.test.tsx",""
"","1","ntb scraper > Crawlee fallback path > AC3: Crawlee scrapes offers from campaign pages","","2026-05-20","passed","2026-05-20","","crawler/scrapers/ntb.test.ts","crawler/scrapers/ntb.test.ts",""
"","0","Mobile Performance SLA — spec 018 > layout.tsx — preconnect resource hints (AC5) > has dns-prefetch hint for s3.amazonaws.com","","2026-05-20","passed","2026-05-20","","src/lib/mobile-performance-sla.test.ts","src/lib/mobile-performance-sla.test.ts",""
"","5","SearchBar > pushes immediately on Enter key","","2026-05-20","passed","2026-05-20","","src/components/filters/SearchBar.test.tsx","src/components/filters/SearchBar.test.tsx",""
"","7","OfferCard > shows Show more button for long descriptions","","2026-05-20","passed","2026-05-20","","src/components/cards/OfferCard.test.tsx","src/components/cards/OfferCard.test.tsx",""
"","12","HeroSearch > clicking 'Cashback' chip navigates with offerType=cashback","","2026-05-20","passed","2026-05-20","","src/components/search/HeroSearch.test.tsx","src/components/search/HeroSearch.test.tsx",""
"","5","ThemeToggle > cycles from dark → system on click","","2026-05-20","passed","2026-05-20","","src/components/layout/ThemeToggle.test.tsx","src/components/layout/ThemeToggle.test.tsx",""
"","1","checkInpBudgets > fails and returns failed steps when any INP exceeds 200 ms (AC6)","","2026-05-20","passed","2026-05-20","","scripts/lhci-user-flow.test.ts","scripts/lhci-user-flow.test.ts",""
"","1","expireStaleOffers > marks stale offers as expired and returns count (AC5)","","2026-05-20","passed","2026-05-20","","crawler/utils/db.test.ts","crawler/utils/db.test.ts",""
"","6","DateFilter > does not show clear button when no dates are set","","2026-05-20","passed","2026-05-20","","src/components/filters/DateFilter.test.tsx","src/components/filters/DateFilter.test.tsx",""
"","14","OfferCard > shows offer type badge with percentage for percentage offers","","2026-05-20","passed","2026-05-20","","src/components/cards/OfferCard.test.tsx","src/components/cards/OfferCard.test.tsx",""
"","2","SearchBar > does not show clear button when query is empty","","2026-05-20","passed","2026-05-20","","src/components/filters/SearchBar.test.tsx","src/components/filters/SearchBar.test.tsx",""
"","4","AdUnit > applies extra className to wrapper","","2026-05-20","passed","2026-05-20","","src/components/ads/AdUnit.test.tsx","src/components/ads/AdUnit.test.tsx",""
"","0","upsertOffers > upserts with the correct filter key (bank + merchant + title)","","2026-05-20","passed","2026-05-20","","crawler/utils/db.test.ts","crawler/utils/db.test.ts",""
"","0","Mobile Performance SLA — spec 018 > layout.tsx — preconnect resource hints (AC5) > has preconnect hint for logo.clearbit.com","","2026-05-20","passed","2026-05-20","","src/lib/mobile-performance-sla.test.ts","src/lib/mobile-performance-sla.test.ts",""
"","1","extractMaxPercentage > extracts a simple percentage","","2026-05-20","passed","2026-05-20","","crawler/utils/parseDiscount.test.ts","crawler/utils/parseDiscount.test.ts",""
"","200","FilterDrawer > AC7 — clicking a dynamic category chip sets the category filter","","2026-05-20","passed","2026-05-20","","src/components/filters/FilterDrawer.test.tsx","src/components/filters/FilterDrawer.test.tsx",""
"","0","resolveMerchantDomain — curated map > falls back to guessed domain for unknown merchant","","2026-05-20","passed","2026-05-20","","crawler/utils/logo.test.ts","crawler/utils/logo.test.ts",""
"","2","middleware — rate limiting > passes request through when Upstash limit() throws (fail open)","","2026-05-20","passed","2026-05-20","","src/middleware.test.ts","src/middleware.test.ts",""
"","0","ci.yml jobs reference composite setup action (AC2) > e2e job uses actions/checkout then ./.github/actions/setup","","2026-05-20","passed","2026-05-20","","src/lib/ci/workflow.test.ts","src/lib/ci/workflow.test.ts",""
"","10","SearchDrawer > trigger button has aria-label 'Open search'","","2026-05-20","passed","2026-05-20","","src/components/search/SearchDrawer.test.tsx","src/components/search/SearchDrawer.test.tsx",""
"","61","SearchDrawer > pressing Enter on the input navigates and closes drawer","","2026-05-20","passed","2026-05-20","","src/components/search/SearchDrawer.test.tsx","src/components/search/SearchDrawer.test.tsx",""
"","0","GET /api/health > returns 200 with db: 'disconnected' when readyState is not 1","","2026-05-20","passed","2026-05-20","","src/app/api/health/route.test.ts","src/app/api/health/route.test.ts",""
"","3","combank scraper > skips offers that fail Zod validation (AC2)","","2026-05-20","passed","2026-05-20","","crawler/scrapers/combank.test.ts","crawler/scrapers/combank.test.ts",""
"","1","GET /api/ping > returns 503 with { ok: false } when dbConnect throws","","2026-05-20","passed","2026-05-20","","src/app/api/ping/route.test.ts","src/app/api/ping/route.test.ts",""
"","8","ScrollControls > scroll-to-grid button calls scrollIntoView on click","","2026-05-20","passed","2026-05-20","","src/components/layout/ScrollControls.test.tsx","src/components/layout/ScrollControls.test.tsx",""
"","11","HeroSearch > shows initialQuery in the input","","2026-05-20","passed","2026-05-20","","src/components/search/HeroSearch.test.tsx","src/components/search/HeroSearch.test.tsx",""
"","49","SearchDrawer > clicking a popular search navigates with that query","","2026-05-20","passed","2026-05-20","","src/components/search/SearchDrawer.test.tsx","src/components/search/SearchDrawer.test.tsx",""
"","2","peoples_bank scraper > falls back to parsing table rows","","2026-05-20","passed","2026-05-20","","crawler/scrapers/peoples_bank.test.ts","crawler/scrapers/peoples_bank.test.ts",""
"","9","DateFilter > shows 'Until ...' label when only activeTo is set","","2026-05-20","passed","2026-05-20","","src/components/filters/DateFilter.test.tsx","src/components/filters/DateFilter.test.tsx",""
"","254","FilterDrawer > AC3 — renders dynamic category pills from API when drawer opens","","2026-05-20","passed","2026-05-20","","src/components/filters/FilterDrawer.test.tsx","src/components/filters/FilterDrawer.test.tsx",""
"","0","parseDiscount > returns other for unrecognised formats","","2026-05-20","passed","2026-05-20","","crawler/utils/parseDiscount.test.ts","crawler/utils/parseDiscount.test.ts",""
"","9","HeroSearch > renders the search input","","2026-05-20","passed","2026-05-20","","src/components/search/HeroSearch.test.tsx","src/components/search/HeroSearch.test.tsx",""
"","177","FilterDrawer > AC8 — 'All' chip is present even when API returns empty data","","2026-05-20","passed","2026-05-20","","src/components/filters/FilterDrawer.test.tsx","src/components/filters/FilterDrawer.test.tsx",""
"","12","GET /api/offers > returns 500 when OfferModel.find throws","","2026-05-20","passed","2026-05-20","","src/app/api/offers/route.test.ts","src/app/api/offers/route.test.ts",""
"","0","resolveMerchantImage returns Brandfetch URL (AC4) > returns the URL from the first Brandfetch logo format","","2026-05-20","passed","2026-05-20","","crawler/utils/logo.test.ts","crawler/utils/logo.test.ts",""
"","0","checkInpBudgets > handles empty steps array","","2026-05-20","passed","2026-05-20","","scripts/lhci-user-flow.test.ts","scripts/lhci-user-flow.test.ts",""
"","1","GET /api/offers > sorts by createdAt descending by default (latest)","","2026-05-20","passed","2026-05-20","","src/app/api/offers/route.test.ts","src/app/api/offers/route.test.ts",""
"","0","extractMaxPercentage > extracts the highest when multiple percentages","","2026-05-20","passed","2026-05-20","","crawler/utils/parseDiscount.test.ts","crawler/utils/parseDiscount.test.ts",""
"","33","boc scraper > returns array and all offers have bank=bank_of_ceylon","","2026-05-20","passed","2026-05-20","","crawler/scrapers/boc.test.ts","crawler/scrapers/boc.test.ts",""
"","1","middleware — rate limiting > passes through /api/health without rate limiting","","2026-05-20","passed","2026-05-20","","src/middleware.test.ts","src/middleware.test.ts",""
"","60","DateFilter > renders the date range trigger button","","2026-05-20","passed","2026-05-20","","src/components/filters/DateFilter.test.tsx","src/components/filters/DateFilter.test.tsx",""
